,ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPA,Conversion Rate,CPM
777,1121619,1178,144627,45-49,M,20,127125,20.0,35.67999983,2,,0.015732546705998034,1.7839999915,0.0,0.0,0.28066863189773844
778,1121620,1178,144627,45-49,M,20,415798,80.0,131.7800006,3,1.0,0.01924011178504947,1.6472500074999998,131.7800006,1.25,0.31693274282223577
779,1121622,1178,144627,45-49,M,20,107671,20.0,29.91000021,1,1.0,0.018575103788392416,1.4955000105,29.91000021,5.0,0.27779067910579447
780,1121623,1178,144627,45-49,M,20,164356,28.0,46.7900002,2,1.0,0.017036189734478815,1.6710714357142857,46.7900002,3.571428571428571,0.28468690038696487
781,1121624,1178,144627,45-49,M,20,17662,2.0,3.189999938,1,,0.011323745895142113,1.594999969,0.0,0.0,0.18061374351715548
782,1121627,1178,144628,45-49,M,21,65339,10.0,16.67999983,2,,0.01530479499227108,1.667999983,0.0,0.0,0.25528397786926643
783,1121628,1178,144628,45-49,M,21,59838,7.0,11.11000013,1,,0.011698251946923359,1.5871428757142856,0.0,0.0,0.1856679723587018
784,1121629,1178,144628,45-49,M,21,381577,81.0,127.5699993,2,,0.021227694541337657,1.5749382629629631,0.0,0.0,0.33432308367642705
785,1121635,1178,144629,45-49,M,22,45491,8.0,11.00999999,1,,0.017585896111318722,1.37624999875,0.0,0.0,0.24202589501220023
786,1121638,1178,144630,45-49,M,23,18946,2.0,3.599999905,1,,0.010556317956296843,1.7999999525,0.0,0.0,0.19001371819909216
787,1121641,1178,144630,45-49,M,23,114370,18.0,33.65999997,1,,0.01573839293521028,1.8699999983333333,0.0,0.0,0.2943079476261257
788,1121642,1178,144630,45-49,M,23,99698,21.0,33.3499999,1,,0.021063612108567876,1.5880952333333334,0.0,0.0,0.33451021986398927
789,1121644,1178,144631,45-49,M,24,355165,81.0,128.6099997,4,3.0,0.022806301296580463,1.5877777740740742,42.8699999,3.7037037037037033,0.362113383075472
790,1121650,1178,144632,45-49,M,25,101431,23.0,33.93000031,1,1.0,0.022675513403200207,1.4752174047826085,33.93000031,4.3478260869565215,0.3345131203478226
791,1121652,1178,144632,45-49,M,25,123151,24.0,36.4400003,2,1.0,0.0194882704971945,1.5183333458333335,36.4400003,4.166666666666666,0.29589690948510367
792,1121660,1178,144633,45-49,M,26,24078,4.0,5.769999981,1,,0.016612675471384668,1.44249999525,0.0,0.0,0.2396378428856217
793,1121661,1178,144634,45-49,M,27,517801,105.0,181.7200011,3,,0.020278060490420066,1.7306666771428572,0.0,0.0,0.3509456356785715
794,1121662,1178,144634,45-49,M,27,145104,25.0,41.42000008,2,1.0,0.017229021942882346,1.6568000032,41.42000008,4.0,0.2854504361010034
795,1121664,1178,144634,45-49,M,27,179950,35.0,58.67999971,1,,0.019449847179772158,1.6765714202857143,0.0,0.0,0.32609057910530703
796,1121665,1178,144634,45-49,M,27,258531,46.0,80.33999979,2,,0.01779283722261547,1.7465217345652173,0.0,0.0,0.31075576928878934
797,1121666,1178,144634,45-49,M,27,272500,62.0,104.4599996,3,,0.022752293577981652,1.6848387032258065,0.0,0.0,0.38333944807339454
798,1121667,1178,144635,45-49,M,28,273197,57.0,87.7300005,3,,0.02086406512516609,1.5391228157894736,0.0,0.0,0.3211235866426059
799,1121668,1178,144635,45-49,M,28,775904,172.0,253.990002,4,2.0,0.02216769084835237,1.476686058139535,126.995001,1.1627906976744187,0.3273472001690931
800,1121669,1178,144635,45-49,M,28,120251,26.0,39.44000006,1,,0.021621441817531666,1.5169230792307693,0.0,0.0,0.3279806409925905
801,1121671,1178,144635,45-49,M,28,139406,24.0,39.04999948,1,,0.017215901754587322,1.6270833116666665,0.0,0.0,0.28011706440181916
802,1121672,1178,144635,45-49,M,28,60314,11.0,16.93999958,2,1.0,0.018237888384123088,1.5399999618181817,16.93999958,9.090909090909092,0.28086347415193813
803,1121673,1178,144636,45-49,M,29,563074,86.0,142.7099985,4,2.0,0.015273303331356092,1.6594185872093024,71.35499925,2.3255813953488373,0.2534480343613806
804,1121674,1178,144636,45-49,M,29,168655,18.0,27.29999983,2,,0.010672674987400314,1.5166666572222223,0.0,0.0,0.16186890296759657
805,1121675,1178,144636,45-49,M,29,111963,17.0,29.3799994,2,1.0,0.015183587435134822,1.7282352588235295,29.3799994,5.88235294117647,0.26240811160829913
806,1121676,1178,144636,45-49,M,29,1026304,168.0,277.5799986,17,8.0,0.016369418807682716,1.6522618964285716,34.697499825,4.761904761904762,0.2704656696261537
807,1121677,1178,144636,45-49,M,29,1391924,258.0,422.8400038,17,10.0,0.018535494754023926,1.6389147434108526,42.284000379999995,3.875968992248062,0.30378095628784324
808,1121678,1178,144636,45-49,M,29,147551,22.0,38.50000083,1,,0.014910098881064853,1.7500000377272726,0.0,0.0,0.26092673604380856
809,1121685,1178,144638,45-49,M,31,66794,9.0,17.3299998,1,1.0,0.013474264155463066,1.9255555333333332,17.3299998,11.11111111111111,0.259454439021469
810,1121687,1178,144638,45-49,M,31,118882,19.0,32.30999994,2,1.0,0.015982234484614995,1.7005263126315788,32.30999994,5.263157894736842,0.271782102757356
811,1121689,1178,144638,45-49,M,31,148010,24.0,41.96999943,1,,0.016215120599959464,1.74874997625,0.0,0.0,0.2835619176407
812,1121691,1178,144639,45-49,M,32,932890,197.0,352.4499989,3,1.0,0.021117173514562274,1.7890862888324874,352.4499989,0.5076142131979695,0.37780445593799916
813,1121692,1178,144639,45-49,M,32,718359,147.0,264.5899997,4,1.0,0.020463305951481086,1.7999319707482995,264.5899997,0.6802721088435374,0.36832558609274757
814,1121693,1178,144639,45-49,M,32,433658,82.0,158.5999998,5,2.0,0.018908909786052603,1.9341463390243903,79.2999999,2.4390243902439024,0.3657259863763611
815,1121695,1178,144639,45-49,M,32,29455,3.0,4.769999981,1,,0.010185028008827025,1.5899999936666667,0.0,0.0,0.1619419446952979
816,1121701,1178,144640,45-49,M,36,23973,3.0,4.820000052,1,1.0,0.012514078338130395,1.6066666840000001,4.820000052,33.33333333333333,0.20105952746840194
817,1121705,1178,144641,45-49,M,63,126480,25.0,37.25999999,1,1.0,0.019765970904490827,1.4903999996,37.25999999,4.0,0.2945920302814674
818,1121706,1178,144641,45-49,M,63,138959,28.0,39.5200007,1,,0.020149828366640518,1.4114285964285713,0.0,0.0,0.2844004396980404
819,1121708,1178,144641,45-49,M,63,68829,12.0,19.47999978,1,,0.017434511615743366,1.623333315,0.0,0.0,0.2830202353659068
820,1121711,1178,144642,45-49,M,64,49916,10.0,16.38,1,1.0,0.020033656542992228,1.638,16.38,10.0,0.3281512941742127
821,1121716,1178,144643,45-49,M,65,76014,16.0,22.67000031,1,1.0,0.021048754176862156,1.416875019375,22.67000031,6.25,0.2982345398216118
822,1121723,1178,144644,45-49,M,2,50947,10.0,15.99000025,1,,0.019628241113313835,1.599000025,0.0,0.0,0.3138555803089485
823,1121733,1178,144646,45-49,M,66,55536,11.0,17.04999995,1,,0.019806972054163065,1.5499999954545454,0.0,0.0,0.3070080659392106
824,1121741,1178,144647,30-34,F,10,318042,46.0,64.40999997,8,4.0,0.014463498531640476,1.400217390652174,16.1024999925,8.695652173913043,0.20252042173675175
825,1121742,1178,144647,30-34,F,10,213016,30.0,44.21999955,8,2.0,0.01408344913058174,1.4739999849999998,22.109999775,6.666666666666667,0.20759003807225745
826,1121745,1178,144648,30-34,F,15,182265,27.0,38.18000007,2,1.0,0.014813595588840425,1.4140740766666666,38.18000007,3.7037037037037033,0.20947521504402927
827,1121746,1178,144648,30-34,F,15,1117371,177.0,268.050002,26,5.0,0.015840754771691768,1.514406790960452,53.610000400000004,2.824858757062147,0.23989346600189193
828,1121749,1178,144648,30-34,F,15,333345,52.0,77.59000027,5,1.0,0.015599454019109331,1.4921153898076924,77.59000027,1.9230769230769231,0.23276185414510495
829,1121751,1178,144649,30-34,F,16,275930,30.0,46.77999997,5,2.0,0.010872322690537456,1.5593333323333334,23.389999985,6.666666666666667,0.16953575171239083
830,1121753,1178,144649,30-34,F,16,740631,101.0,153.1199975,9,1.0,0.013637020324561084,1.5160395792079209,153.1199975,0.9900990099009901,0.20674262554497452
831,1121754,1178,144649,30-34,F,16,328272,35.0,55.99000025,2,1.0,0.010661890139883999,1.5997142928571428,55.99000025,2.857142857142857,0.17055978045645073
832,1121755,1178,144649,30-34,F,16,178455,20.0,31.5400002,6,3.0,0.011207307164271105,1.5770000100000001,10.5133334,15.0,0.17673923510128606
833,1121756,1178,144649,30-34,F,16,705712,98.0,147.339999,6,1.0,0.013886684653229646,1.5034693775510204,147.339999,1.0204081632653061,0.20878205131838484
834,1121758,1178,144650,30-34,F,18,690373,91.0,159.5700021,5,2.0,0.01318128026443676,1.7535165065934066,79.78500105,2.197802197802198,0.23113592521723766
835,1121759,1178,144650,30-34,F,18,515812,69.0,117.6299995,3,1.0,0.013376966801858042,1.7047826014492753,117.6299995,1.4492753623188406,0.22804820263972145
836,1121760,1178,144650,30-34,F,18,764793,101.0,171.9799976,4,2.0,0.013206187818141642,1.7027722534653464,85.9899988,1.9801980198019802,0.22487130190783647
837,1121763,1178,144651,30-34,F,19,87832,11.0,18.10000038,1,1.0,0.012523909281355314,1.64545458,18.10000038,9.090909090909092,0.20607523886510612
838,1121764,1178,144651,30-34,F,19,23368,3.0,4.300000191,1,,0.01283806915439918,1.433333397,0.0,0.0,0.1840123327199589
839,1121765,1178,144651,30-34,F,19,51509,7.0,11.57000005,1,,0.013589858083053446,1.6528571500000002,0.0,0.0,0.22462094100060184
840,1121767,1178,144651,30-34,F,19,87043,16.0,24.48000002,2,,0.018381719380076513,1.53000000125,0.0,0.0,0.28124030674494216
841,1121768,1178,144651,30-34,F,19,565565,113.0,169.6699982,7,4.0,0.01998001998001998,1.5015044088495575,42.41749955,3.5398230088495577,0.3000008808890225
842,1121769,1178,144652,30-34,F,20,253758,43.0,62.14000034,4,1.0,0.016945278572498206,1.4451162869767442,62.14000034,2.3255813953488373,0.2448789805247519
843,1121773,1178,144652,30-34,F,20,319131,51.0,76.68000025,6,1.0,0.01598089812647471,1.5035294166666668,76.68000025,1.9607843137254901,0.24027750437907947
844,1121774,1178,144652,30-34,F,20,670608,130.0,195.1499978,11,3.0,0.019385393553312813,1.5011538292307691,65.04999926666666,2.307692307692308,0.29100457763701
845,1121775,1178,144653,30-34,F,21,159123,25.0,38.36000013,5,3.0,0.015711116557631518,1.5344000052000002,12.78666671,12.0,0.2410713732772761
846,1121776,1178,144653,30-34,F,21,103709,15.0,24.56999969,3,1.0,0.014463547040276158,1.6379999793333333,24.56999969,6.666666666666667,0.2369128975305904
847,1121779,1178,144653,30-34,F,21,271589,45.0,74.41000032,9,3.0,0.01656915412627168,1.6535555626666665,24.80333344,6.666666666666667,0.2739801697417789
848,1121780,1178,144653,30-34,F,21,119772,20.0,33.46999907,5,2.0,0.016698393614534283,1.6734999535,16.734999535,10.0,0.27944760937447816
849,1121782,1178,144654,30-34,F,22,26340,3.0,4.220000029,1,1.0,0.011389521640091117,1.4066666763333335,4.220000029,33.33333333333333,0.16021260550493546
850,1121783,1178,144654,30-34,F,22,594968,111.0,147.6700006,4,,0.018656465557811513,1.3303603657657659,0.0,0.0,0.24819822343386536
852,1121793,1178,144656,30-34,F,24,185665,39.0,62.14000058,1,,0.021005574556324565,1.5933333482051282,0.0,0.0,0.3346888243880106
853,1121795,1178,144656,30-34,F,24,24959,3.0,4.560000062,1,1.0,0.012019712328218277,1.5200000206666668,4.560000062,33.33333333333333,0.1826996298729917
854,1121796,1178,144656,30-34,F,24,136967,23.0,35.05999982,3,1.0,0.016792366044375652,1.5243478182608696,35.05999982,4.3478260869565215,0.2559740654318194
855,1121798,1178,144656,30-34,F,24,107548,19.0,29.31000018,1,,0.017666530293450364,1.5426315884210526,0.0,0.0,0.27252947688473983
856,1121803,1178,144657,30-34,F,25,588617,119.0,169.9199973,2,,0.020216881265746656,1.42789913697479,0.0,0.0,0.2886766731168145
857,1121806,1178,144658,30-34,F,26,190560,26.0,41.63,3,1.0,0.01364399664147775,1.6011538461538461,41.63,3.8461538461538463,0.21846137699412257
858,1121807,1178,144658,30-34,F,26,373110,49.0,75.70000076,4,2.0,0.013132856262228296,1.5448979746938774,37.85000038,4.081632653061225,0.20288923041462303
859,1121812,1178,144659,30-34,F,27,935646,170.0,256.4699982,19,6.0,0.018169264871543297,1.5086470482352943,42.7449997,3.5294117647058822,0.2741100781705902
860,1121814,1178,144659,30-34,F,27,2223278,421.0,612.3000032,38,13.0,0.0189360035047349,1.4543943068883611,47.10000024615385,3.0878859857482186,0.27540415692504494
861,1121815,1178,144659,30-34,F,27,240497,36.0,51.84000087,1,,0.014969001692328803,1.4400000241666666,0.0,0.0,0.2155536279870435
862,1121816,1178,144659,30-34,F,27,259984,37.0,54.7900002,5,,0.014231645024309188,1.4808108162162164,0.0,0.0,0.2107437388454674
863,1121817,1178,144660,30-34,F,28,606786,127.0,179.050001,11,3.0,0.020929948944108795,1.4098425275590551,59.68333366666667,2.3622047244094486,0.2950793212104432
864,1121818,1178,144660,30-34,F,28,83270,13.0,17.74000001,1,,0.015611865017413235,1.3646153853846152,0.0,0.0,0.21304191197309955
865,1121819,1178,144660,30-34,F,28,1189509,268.0,375.7199963,7,3.0,0.02253030452060472,1.4019402847014926,125.23999876666666,1.1194029850746268,0.31586141534027906
866,1121820,1178,144660,30-34,F,28,11471,1.0,1.570000052,0,,0.00871763577717723,1.570000052,0.0,0.0,0.1368668862348531
867,1121824,1178,144661,30-34,F,29,1705246,295.0,429.4799981,23,10.0,0.017299556779491056,1.4558644003389831,42.94799981,3.389830508474576,0.2518580885690393
868,1121826,1178,144661,30-34,F,29,418016,63.0,95.8500005,3,1.0,0.01507119344714078,1.5214285793650792,95.8500005,1.5873015873015872,0.2292974443561969
869,1121827,1178,144661,30-34,F,29,30155,3.0,3.819999933,1,,0.00994859890565412,1.273333311,0.0,0.0,0.12667882384347537
870,1121828,1178,144661,30-34,F,29,990404,153.0,226.5399992,12,6.0,0.015448241323742635,1.4806535895424837,37.75666653333334,3.9215686274509802,0.22873493968118064
871,1121829,1178,144662,30-34,F,30,187468,34.0,50.72000062,2,1.0,0.01813642861715066,1.491764724117647,50.72000062,2.941176470588235,0.27055284432543153
872,1121832,1178,144662,30-34,F,30,208301,33.0,54.57000089,1,,0.01584245874959794,1.6536363906060607,0.0,0.0,0.2619766630501054
873,1121833,1178,144662,30-34,F,30,101856,16.0,25.22000039,4,1.0,0.015708451146716932,1.576250024375,25.22000039,6.25,0.24760446502906064
874,1121835,1178,144663,30-34,F,31,48935,7.0,9.970000267,1,1.0,0.014304689894758353,1.4242857524285715,9.970000267,14.285714285714285,0.2037396601001328
875,1121839,1178,144663,30-34,F,31,13911,1.0,1.730000019,1,1.0,0.007188555819135935,1.730000019,1.730000019,100.0,0.1243620170368773
876,1121841,1178,144664,30-34,F,32,511726,77.0,123.0900019,8,4.0,0.01504711505766758,1.5985714532467532,30.772500475,5.194805194805195,0.24053888584906769
877,1121843,1178,144664,30-34,F,32,177452,24.0,37.83000016,2,,0.013524784166986001,1.5762500066666665,0.0,0.0,0.2131844113337691
878,1121844,1178,144664,30-34,F,32,149808,20.0,33.03999937,1,1.0,0.013350421873331198,1.6519999684999997,33.03999937,5.0,0.22054896514204847
879,1121845,1178,144664,30-34,F,32,390339,60.0,105.0199997,9,6.0,0.015371254217487878,1.7503333283333333,17.503333283333333,10.0,0.2690481855515334
881,1121847,1178,144665,30-34,F,36,39339,4.0,5.929999948,1,,0.010168026640229796,1.482499987,0.0,0.0,0.15074099361956328
883,1121855,1178,144666,30-34,F,63,24893,2.0,3.75,1,,0.008034387177118065,1.875,0.0,0.0,0.15064475957096374
884,1121856,1178,144666,30-34,F,63,1296189,212.0,343.2599944,14,4.0,0.016355639493931824,1.619150916981132,85.8149986,1.8867924528301887,0.26482248684412535
885,1121857,1178,144666,30-34,F,63,91607,12.0,19.1899997,2,1.0,0.01309943563264816,1.5991666416666668,19.1899997,8.333333333333332,0.20948180488390628
886,1121859,1178,144667,30-34,F,64,238036,38.0,61.02999771,6,3.0,0.015963971836192845,1.6060525713157896,20.34333257,7.894736842105263,0.25638978015930364
887,1121860,1178,144667,30-34,F,64,254344,35.0,56.16999996,2,1.0,0.013760890762117449,1.6048571417142856,56.16999996,2.857142857142857,0.22084263815934324
888,1121861,1178,144667,30-34,F,64,157705,23.0,39.23000026,2,,0.01458419200405821,1.7056521852173911,0.0,0.0,0.2487555896135189
889,1121862,1178,144667,30-34,F,64,411571,60.0,99.1799984,6,1.0,0.01457828661397426,1.6529999733333334,99.1799984,1.6666666666666667,0.24097907384145142
890,1121863,1178,144667,30-34,F,64,94136,11.0,16.17999971,1,,0.011685221381830542,1.4709090645454546,0.0,0.0,0.17187898051754907
891,1121867,1178,144668,30-34,F,65,82640,16.0,23.97000039,1,1.0,0.019361084220716362,1.498125024375,23.97000039,6.25,0.2900532477008712
892,1121869,1178,144668,30-34,F,65,17870,2.0,2.620000005,1,1.0,0.01119194180190263,1.3100000025,2.620000005,50.0,0.146614437884723
893,1121871,1178,144669,30-34,F,2,19178,2.0,2.779999971,1,1.0,0.010428616122640526,1.3899999855,2.779999971,50.0,0.14495776259255397
895,1121874,1178,144669,30-34,F,2,145548,28.0,42.37000036,2,1.0,0.01923763981641795,1.5132142985714285,42.37000036,3.571428571428571,0.29110671640970676
896,1121876,1178,144669,30-34,F,2,82455,15.0,22.04999971,1,,0.01819174094960888,1.4699999806666668,0.0,0.0,0.26741858844218064
897,1121877,1178,144670,30-34,F,7,44189,7.0,10.31999981,2,,0.015841046414265994,1.4742856871428571,0.0,0.0,0.23354227997918034
898,1121878,1178,144670,30-34,F,7,45199,7.0,9.809999943,1,,0.015487068297971194,1.4014285632857142,0.0,0.0,0.21704019874333502
899,1121881,1178,144670,30-34,F,7,221843,43.0,63.45000076,5,,0.019383077221278112,1.4755814130232559,0.0,0.0,0.2860130847491244
900,1121888,1178,144671,30-34,F,66,41672,6.0,10.54999995,2,1.0,0.014398157035899407,1.758333325,10.54999995,16.666666666666664,0.25316759334805145
901,1121889,1178,144672,35-39,F,10,127546,25.0,38.94000041,2,,0.019600771486365704,1.5576000164000001,0.0,0.0,0.3053016198861587
902,1121890,1178,144672,35-39,F,10,127865,28.0,38.02999961,3,1.0,0.02189809564775349,1.3582142717857142,38.02999961,3.571428571428571,0.2974230603370743
903,1121891,1178,144672,35-39,F,10,1025327,229.0,314.2999983,16,2.0,0.022334338216003283,1.3724890755458516,157.14999915,0.8733624454148471,0.3065363521101073
904,1121894,1178,144672,35-39,F,10,561415,124.0,173.76,3,,0.022087047905738177,1.401290322580645,0.0,0.0,0.30950366484686015
905,1121895,1178,144673,35-39,F,15,132803,25.0,37.32000124,2,1.0,0.01882487594406753,1.4928000496000002,37.32000124,4.0,0.2810177574301786
906,1121897,1178,144673,35-39,F,15,24664,2.0,2.629999995,1,1.0,0.00810898475510866,1.3149999975,2.629999995,50.0,0.10663314932695427
907,1121901,1178,144674,35-39,F,16,1020561,172.0,263.8100007,7,3.0,0.01685347568641169,1.5337790738372092,87.93666689999999,1.744186046511628,0.2584950832924245
908,1121902,1178,144674,35-39,F,16,682143,114.0,177.1099993,6,2.0,0.016712038384913426,1.5535964850877193,88.55499965,1.7543859649122806,0.25963764093452546
909,1121903,1178,144674,35-39,F,16,1247717,222.0,343.4199994,11,4.0,0.017792496215087238,1.5469369342342343,85.85499985,1.8018018018018018,0.2752386954734127
910,1121904,1178,144674,35-39,F,16,146406,23.0,33.22999942,1,1.0,0.015709738671912353,1.4447825834782608,33.22999942,4.3478260869565215,0.22697156824173872
911,1121905,1178,144674,35-39,F,16,905699,161.0,234.6599982,4,1.0,0.017776325247129566,1.4575155167701863,234.6599982,0.6211180124223602,0.2590926987884496
912,1121906,1178,144674,35-39,F,16,1184580,194.0,297.8299981,14,3.0,0.016377112563102533,1.5352061757731958,99.27666603333334,1.5463917525773196,0.25142244348207804
913,1121907,1178,144675,35-39,F,18,98057,20.0,31.00999963,1,1.0,0.020396300111159834,1.5504999815,31.00999963,5.0,0.31624462945021775
914,1121917,1178,144676,35-39,F,19,238735,56.0,84.65999889,4,1.0,0.02345697111860431,1.5117856944642856,84.65999889,1.7857142857142856,0.3546191337256791
915,1121918,1178,144676,35-39,F,19,320657,77.0,115.8800026,2,,0.02401319790305529,1.5049350987012986,0.0,0.0,0.36138304356368334
916,1121925,1178,144678,35-39,F,21,244074,57.0,84.51000023,4,2.0,0.023353573096683792,1.4826315829824561,42.255000115,3.508771929824561,0.34624745048632793
917,1121928,1178,144678,35-39,F,21,39146,8.0,13.05999959,1,,0.020436315332345578,1.63249994875,0.0,0.0,0.33362283732692993
918,1121931,1178,144679,35-39,F,22,78468,15.0,23.64999962,1,,0.0191160727940052,1.5766666413333332,0.0,0.0,0.3013967428760768
919,1121933,1178,144679,35-39,F,22,325653,63.0,89.35000026,2,,0.01934574531786902,1.4182539723809524,0.0,0.0,0.2743718014573795
920,1121935,1178,144679,35-39,F,22,66277,12.0,17.30000019,1,,0.01810582856797984,1.4416666825,0.0,0.0,0.2610256980551322
921,1121936,1178,144679,35-39,F,22,93002,16.0,23.33999968,1,,0.017203931098255954,1.45874998,0.0,0.0,0.25096234145502244
922,1121944,1178,144681,35-39,F,24,109723,27.0,40.9600004,1,,0.024607420504360978,1.517037051851852,0.0,0.0,0.37330368655614593
923,1121948,1178,144681,35-39,F,24,118941,35.0,50.11000001,4,1.0,0.029426354242859908,1.431714286,50.11000001,2.857142857142857,0.4213013175439924
924,1121949,1178,144682,35-39,F,25,221576,47.0,66.79000068,6,1.0,0.02121168357583854,1.4210638442553192,66.79000068,2.127659574468085,0.3014315660540853
925,1121953,1178,144682,35-39,F,25,8341,1.0,1.639999986,1,,0.011988970147464332,1.639999986,0.0,0.0,0.19661910873995925
926,1121954,1178,144682,35-39,F,25,120335,26.0,36.2299993,2,,0.021606348942535422,1.3934615115384617,0.0,0.0,0.3010761565629285
927,1121955,1178,144683,35-39,F,26,182098,40.0,62.86999989,1,1.0,0.021966194027391844,1.57174999725,62.86999989,2.5,0.34525365402146097
928,1121956,1178,144683,35-39,F,26,227473,52.0,71.58000052,1,1.0,0.022859855894985338,1.3765384715384614,71.58000052,1.9230769230769231,0.3146747109327261
929,1121962,1178,144684,35-39,F,27,1050947,230.0,350.5099957,6,1.0,0.021885023697674574,1.5239565030434783,350.5099957,0.43478260869565216,0.33351824183331796
930,1121963,1178,144684,35-39,F,27,720859,162.0,213.6899986,13,5.0,0.0224731882379217,1.3190740654320987,42.73799972,3.0864197530864197,0.296437997722162
931,1121971,1178,144685,35-39,F,28,41111,8.0,10.96000016,1,,0.019459512052735276,1.37000002,0.0,0.0,0.26659531901437566
932,1121973,1178,144686,35-39,F,29,148616,25.0,37.39999962,6,4.0,0.016821876513968888,1.4959999848,9.349999905,16.0,0.2516552700920493
933,1121976,1178,144686,35-39,F,29,707260,135.0,210.8200028,13,6.0,0.01908774708028165,1.5616296503703704,35.13666713333333,4.444444444444445,0.2980799179933829
934,1121977,1178,144686,35-39,F,29,139596,26.0,42.41000032,1,1.0,0.018625175506461505,1.6311538584615386,42.41000032,3.8461538461538463,0.3038052689188802
935,1121983,1178,144687,35-39,F,30,105399,22.0,33.19999933,2,,0.020873063311796124,1.5090908786363635,0.0,0.0,0.31499349453030856
936,1121994,1178,144689,35-39,F,32,222378,50.0,72.91000104,1,,0.02248423854877731,1.4582000207999999,0.0,0.0,0.3278651711949923
937,1122003,1178,144691,35-39,F,63,975792,210.0,293.8800011,10,4.0,0.021520979880958236,1.3994285766666668,73.470000275,1.9047619047619049,0.30117074243281355
938,1122004,1178,144691,35-39,F,63,579150,125.0,167.0499997,5,1.0,0.021583354916688252,1.3363999976,167.0499997,0.8,0.28843995458862126
939,1122005,1178,144691,35-39,F,63,449588,81.0,123.800001,5,2.0,0.018016495102182443,1.528395074074074,61.9000005,2.4691358024691357,0.2753632236625533
940,1122006,1178,144691,35-39,F,63,318157,56.0,85.70000196,3,,0.01760137290708675,1.5303571778571428,0.0,0.0,0.26936387368500453
941,1122007,1178,144691,35-39,F,63,196967,43.0,65.17999971,2,1.0,0.02183106814847157,1.5158139467441862,65.17999971,2.3255813953488373,0.33091837571775984
942,1122011,1178,144692,35-39,F,64,158298,37.0,46.43000007,4,1.0,0.023373637064271185,1.2548648667567568,46.43000007,2.7027027027027026,0.29330755960277455
943,1122012,1178,144692,35-39,F,64,222739,55.0,68.55999959,5,2.0,0.024692577411230182,1.2465454470909092,34.279999795,3.6363636363636362,0.3078041994890881
944,1122022,1178,144694,35-39,F,2,20780,5.0,8.189999938,1,,0.024061597690086624,1.6379999876,0.0,0.0,0.39412896717998075
945,1122027,1178,144695,35-39,F,7,128616,33.0,48.54999948,2,,0.025657771972382906,1.4712121054545453,0.0,0.0,0.3774802472476208
946,1122039,1178,144697,40-44,F,10,258954,61.0,82.27999902,1,,0.023556307297821235,1.3488524429508197,0.0,0.0,0.317739826455664
947,1122040,1178,144697,40-44,F,10,205289,48.0,71.53000104,3,,0.02338167169210235,1.490208355,0.0,0.0,0.34843562509437914
948,1122041,1178,144697,40-44,F,10,611601,138.0,191.419996,8,3.0,0.022563730275130353,1.387101420289855,63.806665333333335,2.1739130434782608,0.31298182311670514
949,1122043,1178,144697,40-44,F,10,947657,233.0,321.8700004,8,4.0,0.024586954984767696,1.3814163107296136,80.4675001,1.7167381974248928,0.33964820647132876
950,1122044,1178,144697,40-44,F,10,233043,49.0,65.03000033,2,,0.02102616255369181,1.3271428638775509,0.0,0.0,0.27904721587861464
951,1122047,1178,144698,40-44,F,15,582725,142.0,194.8099988,9,2.0,0.02436826976704277,1.3719013999999998,97.4049994,1.4084507042253522,0.3343086340898365
952,1122052,1178,144699,40-44,F,16,265038,51.0,78.45999932,2,1.0,0.019242523713580695,1.5384313592156862,78.45999932,1.9607843137254901,0.29603301911424024
953,1122054,1178,144699,40-44,F,16,222273,39.0,53.62999868,6,1.0,0.017545990741115652,1.3751281712820513,53.62999868,2.564102564102564,0.24127986161162174
954,1122055,1178,144699,40-44,F,16,797234,170.0,243.7699978,4,1.0,0.021323726785360386,1.4339411635294117,243.7699978,0.5882352941176471,0.3057696959738295
955,1122056,1178,144699,40-44,F,16,925555,182.0,262.8899981,4,2.0,0.019663877349266116,1.4444505390109892,131.44499905,1.098901098901099,0.2840349823619342
956,1122058,1178,144700,40-44,F,18,22210,3.0,4.050000191,1,1.0,0.0135074290859973,1.3500000636666665,4.050000191,33.33333333333333,0.18235030126069335
957,1122075,1178,144703,40-44,F,21,46391,11.0,16.40999985,3,1.0,0.02371149576426462,1.4918181681818181,16.40999985,9.090909090909092,0.3537324017589618
958,1122078,1178,144703,40-44,F,21,190477,42.0,66.38999987,1,,0.022049906287898276,1.5807142826190475,0.0,0.0,0.3485460179969235
959,1122079,1178,144703,40-44,F,21,25382,7.0,9.609999895,1,,0.027578599007170437,1.3728571278571429,0.0,0.0,0.37861476223307855
960,1122085,1178,144704,40-44,F,22,65726,17.0,22.12000012,2,,0.025864954508109425,1.301176477647059,0.0,0.0,0.33654870401363235
961,1122089,1178,144705,40-44,F,23,195220,51.0,78.06000042,1,,0.026124372502817333,1.5305882435294116,0.0,0.0,0.39985657422395243
962,1122092,1178,144705,40-44,F,23,107501,27.0,40.87999928,2,2.0,0.02511604543213552,1.5140740474074075,20.43999964,7.4074074074074066,0.3802755256230175
963,1122101,1178,144707,40-44,F,25,197772,63.0,88.21000016,7,2.0,0.031854863175778174,1.4001587326984128,44.10500008,3.1746031746031744,0.446018648544789
